"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr18",84084974,84085305,332,"*","AcH4K12_TSA_vs_Veh_peak_1908",16,".",3.12736,4.85551,1.65896,"Promoter (<=1kb)",18,84015818,84085075,69258,2,"110796","ENSMUST00000235188.1",0,"ENSMUSG00000046982","Tshz1","teashirt zinc finger family member 1"
"chr18",84685024,84685477,454,"*","AcH4K12_TSA_vs_Veh_peak_1909",16,".",2.99481,4.8828,1.68068,"Promoter (<=1kb)",18,84678708,84684862,6155,2,"66054","ENSMUST00000236125.1",-162,"ENSMUSG00000024644","Cndp2","CNDP dipeptidase 2"
"chr18",88893534,88893947,414,"*","AcH4K12_TSA_vs_Veh_peak_1910",20,".",3.47583,5.43126,2.0858,"Promoter (<=1kb)",18,88868174,88894216,26043,2,"54607","ENSMUST00000123826.1",269,"ENSMUSG00000056153","Socs6","suppressor of cytokine signaling 6"
"chr19",3388701,3389423,723,"*","AcH4K12_TSA_vs_Veh_peak_1911",21,".",2.97352,5.50128,2.14295,"Promoter (<=1kb)",19,3388857,3407823,18967,1,"17771","ENSMUST00000025840.15",0,"ENSMUSG00000024905","Tesmin","testis expressed metallothionein like"
"chr19",3686047,3686495,449,"*","AcH4K12_TSA_vs_Veh_peak_1912",25,".",3.03683,6.05537,2.54975,"Promoter (<=1kb)",19,3584828,3686556,101729,2,"16973","ENSMUST00000025856.16",61,"ENSMUSG00000024913","Lrp5","low density lipoprotein receptor-related protein 5"
"chr19",3936010,3936493,484,"*","AcH4K12_TSA_vs_Veh_peak_1913",22,".",2.90928,5.65114,2.24409,"Promoter (<=1kb)",19,3936079,3941558,5480,1,"54445","ENSMUST00000237112.1",0,"ENSMUSG00000036908","Unc93b1","unc-93 homolog B1, TLR signaling regulator"
"chr19",3999657,4000009,353,"*","AcH4K12_TSA_vs_Veh_peak_1914",21,".",3.25761,5.46799,2.11339,"Promoter (<=1kb)",19,4000580,4002103,1524,1,"66387","ENSMUST00000025802.9",-571,"ENSMUSG00000110949","Nudt8","nudix hydrolase 8"
"chr19",4097467,4098149,683,"*","AcH4K12_TSA_vs_Veh_peak_1915",27,".",3.20734,6.38001,2.78772,"Promoter (<=1kb)",19,4097402,4099010,1609,1,"52004","ENSMUST00000174799.1",65,"ENSMUSG00000024856","Cdk2ap2","cyclin dependent kinase 2 associated protein 2"
"chr19",4257242,4257528,287,"*","AcH4K12_TSA_vs_Veh_peak_1916",36,".",3.6643,7.49159,3.62473,"Exon (ENSMUST00000236420.1/ENSMUST00000236420.1, exon 1 of 2)",19,4263818,4263878,61,2,"102465595","ENSMUST00000184641.1",6350,"ENSMUSG00000099290","Mir6985","microRNA 6985"
"chr19",4281969,4282848,880,"*","AcH4K12_TSA_vs_Veh_peak_1917",22,".",3.37341,5.62069,2.21606,"Promoter (<=1kb)",19,4280646,4283033,2388,2,"68423","ENSMUST00000167215.1",185,"ENSMUSG00000005986","Ankrd13d","ankyrin repeat domain 13 family, member D"
"chr19",4396542,4396848,307,"*","AcH4K12_TSA_vs_Veh_peak_1918",12,".",2.43149,4.30933,1.27006,"Promoter (<=1kb)",19,4348196,4396917,48722,2,"225876","ENSMUST00000175777.8",69,"ENSMUSG00000054611","Kdm2a","lysine (K)-specific demethylase 2A"
"chr19",4439022,4439304,283,"*","AcH4K12_TSA_vs_Veh_peak_1919",18,".",3.54822,5.092,1.83298,"Promoter (<=1kb)",19,4439003,4448326,9324,1,"319314","ENSMUST00000154407.7",19,"ENSMUSG00000087132","A930001C03Rik","RIKEN cDNA A930001C03 gene"
"chr19",4613447,4614569,1123,"*","AcH4K12_TSA_vs_Veh_peak_1920",18,".",2.99233,5.07169,1.81231,"Promoter (<=1kb)",19,4611792,4615502,3711,2,"225875","ENSMUST00000053597.2",933,"ENSMUSG00000045045","Lrfn4","leucine rich repeat and fibronectin type III domain containing 4"
"chr19",4623641,4623901,261,"*","AcH4K12_TSA_vs_Veh_peak_1921",13,".",2.99929,4.38431,1.32257,"Promoter (<=1kb)",19,4623898,4623955,58,2,"102466780","ENSMUST00000184483.1",54,"ENSMUSG00000098346","Mir6986","microRNA 6986"
"chr19",4839554,4839969,416,"*","AcH4K12_TSA_vs_Veh_peak_1922",49,".",4.2425,9.24544,4.96356,"Promoter (<=1kb)",19,4839366,4842528,3163,1,"399599","ENSMUST00000088653.2",188,"ENSMUSG00000067872","Ccdc87","coiled-coil domain containing 87"
"chr19",4855343,4855773,431,"*","AcH4K12_TSA_vs_Veh_peak_1923",17,".",2.51969,5.00297,1.77092,"Promoter (<=1kb)",19,4855709,4856775,1067,1,"56464","ENSMUST00000236406.1",0,"ENSMUSG00000083282","Ctsf","cathepsin F"
"chr19",4878752,4879063,312,"*","AcH4K12_TSA_vs_Veh_peak_1924",45,".",3.69193,8.67192,4.53388,"Promoter (<=1kb)",19,4878723,4883799,5077,1,"70605","ENSMUST00000160014.1",29,"ENSMUSG00000006463","Zdhhc24","zinc finger, DHHC domain containing 24"
"chr19",4942276,4942691,416,"*","AcH4K12_TSA_vs_Veh_peak_1925",21,".",3.04288,5.50322,2.13021,"Promoter (<=1kb)",19,4941600,4943046,1447,2,"240518","ENSMUST00000143930.1",355,"ENSMUSG00000024901","Peli3","pellino 3"
"chr19",5051576,5051840,265,"*","AcH4K12_TSA_vs_Veh_peak_1926",31,".",3.28817,6.85171,3.13868,"Promoter (<=1kb)",19,5050833,5057071,6239,1,"225870","ENSMUST00000025818.7",743,"ENSMUSG00000024883","Rin1","Ras and Rab interactor 1"
"chr19",5072367,5072801,435,"*","AcH4K12_TSA_vs_Veh_peak_1927",27,".",3.84203,6.4046,2.799,"Exon (ENSMUST00000237721.1/ENSMUST00000237721.1, exon 1 of 2)",19,5068078,5070682,2605,1,"70445","ENSMUST00000070630.7",4289,"ENSMUSG00000056481","Cd248","CD248 antigen, endosialin"
"chr19",5100230,5100680,451,"*","AcH4K12_TSA_vs_Veh_peak_1928",23,".",3.43129,5.78754,2.33626,"Promoter (1-2kb)",19,5092868,5098521,5654,2,"12794","ENSMUST00000025805.7",-1709,"ENSMUSG00000024873","Cnih2","cornichon family AMPA receptor auxiliary protein 2"
"chr19",5118731,5119142,412,"*","AcH4K12_TSA_vs_Veh_peak_1929",15,".",3.04299,4.71001,1.55832,"Promoter (<=1kb)",19,5107746,5118560,10815,2,"16594","ENSMUST00000116563.7",-171,"ENSMUSG00000024862","Klc2","kinesin light chain 2"
"chr19",5272449,5272955,507,"*","AcH4K12_TSA_vs_Veh_peak_1930",15,".",2.38618,4.74934,1.58651,"Promoter (<=1kb)",19,5160400,5272707,112308,2,"107975","ENSMUST00000236470.1",0,"ENSMUSG00000024855","Pacs1","phosphofurin acidic cluster sorting protein 1"
"chr19",5307067,5307602,536,"*","AcH4K12_TSA_vs_Veh_peak_1931",25,".",3.55513,6.04223,2.53738,"Exon (ENSMUST00000061169.6/545276, exon 3 of 3)",19,5298331,5308738,10408,1,"545276","ENSMUST00000061169.6",8736,"ENSMUSG00000047658","Gal3st3","galactose-3-O-sulfotransferase 3"
"chr19",5367239,5367515,277,"*","AcH4K12_TSA_vs_Veh_peak_1932",17,".",2.54391,4.94066,1.72338,"Promoter (<=1kb)",19,5364638,5367168,2531,2,"23825","ENSMUST00000025762.15",-71,"ENSMUSG00000024844","Banf1","BAF nuclear assembly factor 1"
"chr19",5425448,5426359,912,"*","AcH4K12_TSA_vs_Veh_peak_1933",20,".",2.93104,5.43958,2.09934,"Promoter (<=1kb)",19,5425157,5427313,2157,1,"107242","ENSMUST00000054477.7",291,"ENSMUSG00000047423","AI837181","expressed sequence AI837181"
"chr19",5491062,5491568,507,"*","AcH4K12_TSA_vs_Veh_peak_1934",25,".",2.96946,6.06149,2.54523,"Promoter (<=1kb)",19,5490565,5493579,3015,1,"12631","ENSMUST00000237122.1",497,"ENSMUSG00000056201","Cfl1","cofilin 1, non-muscle"
"chr19",5559843,5560184,342,"*","AcH4K12_TSA_vs_Veh_peak_1935",15,".",3.28635,4.75991,1.58976,"Promoter (<=1kb)",19,5553560,5559403,5844,2,"18426","ENSMUST00000238060.1",-440,"ENSMUSG00000024922","Ovol1","ovo like zinc finger 1"
"chr19",5602066,5602594,529,"*","AcH4K12_TSA_vs_Veh_peak_1936",29,".",3.42232,6.65023,2.98584,"Promoter (<=1kb)",19,5602235,5602938,704,1,"68209","ENSMUST00000136226.1",0,"ENSMUSG00000024925","Rnaseh2c","ribonuclease H2, subunit C"
"chr19",5608484,5609053,570,"*","AcH4K12_TSA_vs_Veh_peak_1937",18,".",3.03714,5.17761,1.89814,"Promoter (<=1kb)",19,5605559,5608270,2712,2,"81601","ENSMUST00000235796.1",-214,"ENSMUSG00000024926","Kat5","K(lysine) acetyltransferase 5"
"chr19",5654576,5655265,690,"*","AcH4K12_TSA_vs_Veh_peak_1938",20,".",3.00786,5.4098,2.06918,"Promoter (<=1kb)",19,5652539,5654837,2299,2,"20469","ENSMUST00000238092.1",0,"ENSMUSG00000056917","Sipa1","signal-induced proliferation associated gene 1"
"chr19",5688026,5688482,457,"*","AcH4K12_TSA_vs_Veh_peak_1939",38,".",3.69914,7.74782,3.8356,"Promoter (<=1kb)",19,5664640,5688149,23510,2,"104401","ENSMUST00000068169.11",0,"ENSMUSG00000054874","Pcnx3","pecanex homolog 3"
"chr19",5690267,5691085,819,"*","AcH4K12_TSA_vs_Veh_peak_1940",25,".",3.18958,6.09547,2.57814,"Promoter (<=1kb)",19,5690497,5702857,12361,1,"26403","ENSMUST00000235891.1",0,"ENSMUSG00000004054","Map3k11","mitogen-activated protein kinase kinase kinase 11"
"chr19",5695582,5695908,327,"*","AcH4K12_TSA_vs_Veh_peak_1941",20,".",3.21476,5.32392,2.0013,"Promoter (2-3kb)",19,5692895,5695551,2657,1,"26403","ENSMUST00000235661.1",2687,"ENSMUSG00000004054","Map3k11","mitogen-activated protein kinase kinase kinase 11"
"chr19",5728291,5728688,398,"*","AcH4K12_TSA_vs_Veh_peak_1942",21,".",2.99993,5.57595,2.17876,"Promoter (<=1kb)",19,5728087,5729633,1547,2,"17826","ENSMUST00000116558.2",945,"ENSMUSG00000024939","Fam89b","family with sequence similarity 89, member B"
"chr19",5729831,5730172,342,"*","AcH4K12_TSA_vs_Veh_peak_1943",19,".",2.96555,5.24366,1.94196,"Promoter (<=1kb)",19,5728087,5729653,1567,2,"17826","ENSMUST00000161368.1",-178,"ENSMUSG00000024939","Fam89b","family with sequence similarity 89, member B"
"chr19",5741505,5742287,783,"*","AcH4K12_TSA_vs_Veh_peak_1944",24,".",3.2023,5.95464,2.47257,"Promoter (<=1kb)",19,5742357,5745883,3527,1,"16998","ENSMUST00000235898.1",-70,"ENSMUSG00000024940","Ltbp3","latent transforming growth factor beta binding protein 3"
"chr19",5771087,5771350,264,"*","AcH4K12_TSA_vs_Veh_peak_1945",24,".",3.31345,5.98381,2.49307,"Promoter (<=1kb)",19,5769788,5771267,1480,2,"78891","ENSMUST00000236568.1",0,"ENSMUSG00000024941","Scyl1","SCY1-like 1 (S. cerevisiae)"
"chr19",5801066,5801389,324,"*","AcH4K12_TSA_vs_Veh_peak_1946",20,".",3.12953,5.3865,2.04981,"Promoter (1-2kb)",19,5795690,5802672,6983,2,"72289","ENSMUST00000172812.2",1283,"ENSMUSG00000092341","Malat1","metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)"
"chr19",5912071,5912488,418,"*","AcH4K12_TSA_vs_Veh_peak_1947",16,".",3.0745,4.80947,1.6239,"Promoter (<=1kb)",19,5905126,5912769,7644,2,"19708","ENSMUST00000142995.7",281,"ENSMUSG00000024826","Dpf2","double PHD fingers 2"
"chr19",5924274,5924619,346,"*","AcH4K12_TSA_vs_Veh_peak_1948",15,".",2.86461,4.71813,1.55923,"Promoter (<=1kb)",19,5915636,5924816,9181,2,"104252","ENSMUST00000055458.5",197,"ENSMUSG00000045664","Cdc42ep2","CDC42 effector protein 2"
"chr19",6047208,6048175,968,"*","AcH4K12_TSA_vs_Veh_peak_1949",25,".",3.35527,6.03204,2.52755,"Promoter (<=1kb)",19,6047104,6053709,6606,1,"74126","ENSMUST00000025723.8",104,"ENSMUSG00000024807","Syvn1","synovial apoptosis inhibitor 1, synoviolin"
"chr19",6068077,6068494,418,"*","AcH4K12_TSA_vs_Veh_peak_1950",21,".",3.05966,5.58634,2.1923,"Promoter (<=1kb)",19,6067163,6068373,1211,2,"73166","ENSMUST00000160028.1",0,"ENSMUSG00000024799","Tm7sf2","transmembrane 7 superfamily member 2"
"chr19",6117681,6118069,389,"*","AcH4K12_TSA_vs_Veh_peak_1951",34,".",3.29219,7.20421,3.41501,"Promoter (<=1kb)",19,6116000,6118650,2651,2,"66406","ENSMUST00000113533.2",581,"ENSMUSG00000024790","Sac3d1","SAC3 domain containing 1"
"chr19",6277191,6277504,314,"*","AcH4K12_TSA_vs_Veh_peak_1952",22,".",2.80048,5.718,2.29414,"Promoter (<=1kb)",19,6276925,6281392,4468,1,"13660","ENSMUST00000165797.1",266,"ENSMUSG00000024772","Ehd1","EH-domain containing 1"
"chr19",6336789,6337070,282,"*","AcH4K12_TSA_vs_Veh_peak_1953",15,".",2.91759,4.67009,1.5234,"Promoter (<=1kb)",19,6336910,6338408,1499,1,"17283","ENSMUST00000170132.1",0,"ENSMUSG00000024947","Men1","multiple endocrine neoplasia 1"
"chr19",6364173,6364440,268,"*","AcH4K12_TSA_vs_Veh_peak_1954",27,".",2.77604,6.36451,2.78093,"Promoter (<=1kb)",19,6364194,6372193,8000,1,"22668","ENSMUST00000144409.7",0,"ENSMUSG00000024949","Sf1","splicing factor 1"
"chr19",6420724,6421219,496,"*","AcH4K12_TSA_vs_Veh_peak_1955",18,".",3.40374,5.1395,1.85972,"Promoter (1-2kb)",19,6418765,6532278,113514,1,"18190","ENSMUST00000236635.1",1959,"ENSMUSG00000033768","Nrxn2","neurexin II"
"chr19",6492748,6493181,434,"*","AcH4K12_TSA_vs_Veh_peak_1956",13,".",2.97074,4.35786,1.30669,"Promoter (1-2kb)",19,6490827,6498089,7263,1,"18190","ENSMUST00000236610.1",1921,"ENSMUSG00000033768","Nrxn2","neurexin II"
"chr19",6499607,6499871,265,"*","AcH4K12_TSA_vs_Veh_peak_1957",30,".",3.66711,6.79352,3.09131,"Promoter (1-2kb)",19,6497835,6544169,46335,1,"18190","ENSMUST00000113459.1",1772,"ENSMUSG00000033768","Nrxn2","neurexin II"
"chr19",6531770,6532097,328,"*","AcH4K12_TSA_vs_Veh_peak_1958",13,".",2.50053,4.42995,1.36031,"Exon (ENSMUST00000113462.7/18190, exon 23 of 23)",19,6536065,6541549,5485,2,"20521","ENSMUST00000129698.1",9452,"ENSMUSG00000061742","Slc22a12","solute carrier family 22 (organic anion/cation transporter), member 12"
"chr19",6840254,6840566,313,"*","AcH4K12_TSA_vs_Veh_peak_1959",21,".",2.71615,5.509,2.1309,"Promoter (<=1kb)",19,6839331,6840577,1247,2,"56613","ENSMUST00000236334.1",11,"ENSMUSG00000118668","Rps6ka4","ribosomal protein S6 kinase, polypeptide 4"
"chr19",6911225,6911485,261,"*","AcH4K12_TSA_vs_Veh_peak_1960",32,".",3.63549,6.9803,3.23565,"Promoter (1-2kb)",19,6910164,6911028,865,1,"67674","ENSMUST00000174786.1",1061,"ENSMUSG00000038812","Trmt112","tRNA methyltransferase 11-2"
"chr19",6920248,6920597,350,"*","AcH4K12_TSA_vs_Veh_peak_1961",15,".",3.09507,4.76498,1.59534,"Promoter (<=1kb)",19,6920079,6921051,973,2,"26379","ENSMUST00000172975.1",454,"ENSMUSG00000024955","Esrra","estrogen related receptor, alpha"
"chr19",6942689,6943145,457,"*","AcH4K12_TSA_vs_Veh_peak_1962",24,".",3.27321,5.88946,2.43297,"Promoter (<=1kb)",19,6942879,6951252,8374,1,"12015","ENSMUST00000141410.1",0,"ENSMUSG00000024959","Bad","BCL2-associated agonist of cell death"
"chr19",6975274,6975549,276,"*","AcH4K12_TSA_vs_Veh_peak_1963",21,".",2.9346,5.52732,2.16683,"Promoter (<=1kb)",19,6975315,6977249,1935,1,"18938","ENSMUST00000237235.1",0,"ENSMUSG00000056612","Ppp1r14b","protein phosphatase 1, regulatory inhibitor subunit 14B"
"chr19",7039186,7039809,624,"*","AcH4K12_TSA_vs_Veh_peak_1964",29,".",3.73397,6.55187,2.91419,"Promoter (<=1kb)",19,7020702,7039967,19266,2,"20867","ENSMUST00000025918.8",158,"ENSMUSG00000024966","Stip1","stress-induced phosphoprotein 1"
"chr19",7056265,7056588,324,"*","AcH4K12_TSA_vs_Veh_peak_1965",24,".",3.15411,5.96934,2.47633,"Promoter (<=1kb)",19,7056810,7198057,141248,1,"107227","ENSMUST00000040261.6",-222,"ENSMUSG00000036278","Macrod1","mono-ADP ribosylhydrolase 1"
"chr19",7056826,7057645,820,"*","AcH4K12_TSA_vs_Veh_peak_1966",40,".",3.6129,8.02941,4.03602,"Promoter (<=1kb)",19,7056810,7198057,141248,1,"107227","ENSMUST00000040261.6",16,"ENSMUSG00000036278","Macrod1","mono-ADP ribosylhydrolase 1"
"chr19",7150740,7151219,480,"*","AcH4K12_TSA_vs_Veh_peak_1967",21,".",3.14144,5.47958,2.11094,"Intron (ENSMUST00000040261.6/107227, intron 3 of 10)",19,7092001,7105729,13729,2,"396184","ENSMUST00000113383.3",-45011,"ENSMUSG00000047787","Flrt1","fibronectin leucine rich transmembrane protein 1"
"chr19",7165657,7166005,349,"*","AcH4K12_TSA_vs_Veh_peak_1968",41,".",4.07427,8.11486,4.10389,"Intron (ENSMUST00000040261.6/107227, intron 3 of 10)",19,7199540,7200464,925,2,"107260","ENSMUST00000127241.1",34459,"ENSMUSG00000024767","Otub1","OTU domain, ubiquitin aldehyde binding 1"
"chr19",7166448,7166784,337,"*","AcH4K12_TSA_vs_Veh_peak_1969",14,".",3.04721,4.62909,1.49619,"Intron (ENSMUST00000040261.6/107227, intron 3 of 10)",19,7199540,7200464,925,2,"107260","ENSMUST00000127241.1",33680,"ENSMUSG00000024767","Otub1","OTU domain, ubiquitin aldehyde binding 1"
"chr19",7267019,7267965,947,"*","AcH4K12_TSA_vs_Veh_peak_1970",21,".",2.97415,5.58386,2.19693,"Promoter (<=1kb)",19,7267325,7270144,2820,1,"104383","ENSMUST00000140442.7",0,"ENSMUSG00000024968","Rcor2","REST corepressor 2"
"chr19",7295043,7295472,430,"*","AcH4K12_TSA_vs_Veh_peak_1971",16,".",3.27628,4.82357,1.63303,"Promoter (<=1kb)",19,7276759,7295447,18689,2,"13728","ENSMUST00000025921.14",0,"ENSMUSG00000024969","Mark2","MAP/microtubule affinity regulating kinase 2"
"chr19",7421218,7421584,367,"*","AcH4K12_TSA_vs_Veh_peak_1972",22,".",3.0764,5.63016,2.21906,"Promoter (<=1kb)",19,7421028,7425540,4513,1,"108899","ENSMUST00000160561.2",190,"ENSMUSG00000053080","Zfta","zinc finger translocation associated"
"chr19",7421851,7422404,554,"*","AcH4K12_TSA_vs_Veh_peak_1973",18,".",2.76764,5.12316,1.84609,"Promoter (<=1kb)",19,7422573,7422642,70,1,"102466781","ENSMUST00000183837.1",-169,"ENSMUSG00000098293","Mir6991","microRNA 6991"
"chr19",7612412,7612799,388,"*","AcH4K12_TSA_vs_Veh_peak_1974",33,".",3.92677,7.05931,3.30289,"Promoter (<=1kb)",19,7612541,7614745,2205,1,"66727","ENSMUST00000131326.1",0,"ENSMUSG00000024973","Plaat5","phospholipase A and acyltransferase 5"
"chr19",8587386,8587695,310,"*","AcH4K12_TSA_vs_Veh_peak_1975",21,".",3.71225,5.46659,2.10696,"Distal Intergenic",19,8591254,8593242,1989,1,"19879","ENSMUST00000237904.1",-3559,"ENSMUSG00000063796","Slc22a8","solute carrier family 22 (organic anion transporter), member 8"
"chr19",8774929,8775241,313,"*","AcH4K12_TSA_vs_Veh_peak_1976",15,".",2.3763,4.77122,1.59946,"Promoter (<=1kb)",19,8772552,8774467,1916,2,"67706","ENSMUST00000010249.6",-462,"ENSMUSG00000118346","Tmem179b","transmembrane protein 179B"
"chr19",8818224,8818599,376,"*","AcH4K12_TSA_vs_Veh_peak_1977",24,".",3.27114,5.92593,2.4472,"Promoter (<=1kb)",19,8811136,8818924,7789,2,"70387","ENSMUST00000153281.1",325,"ENSMUSG00000071660","Ttc9c","tetratricopeptide repeat domain 9C"
"chr19",8820275,8820869,595,"*","AcH4K12_TSA_vs_Veh_peak_1978",23,".",2.87937,5.73069,2.30175,"Promoter (<=1kb)",19,8820272,8823250,2979,1,"68693","ENSMUST00000237237.1",3,"ENSMUSG00000071659","Hnrnpul2","heterogeneous nuclear ribonucleoprotein U-like 2"
"chr19",8871646,8871986,341,"*","AcH4K12_TSA_vs_Veh_peak_1979",35,".",3.3425,7.34532,3.52036,"Promoter (<=1kb)",19,8871660,8875664,4005,1,"225896","ENSMUST00000096255.6",0,"ENSMUSG00000071655","Ubxn1","UBX domain protein 1"
"chr19",8897006,8897486,481,"*","AcH4K12_TSA_vs_Veh_peak_1980",17,".",2.80079,4.99731,1.76202,"Promoter (<=1kb)",19,8898071,8907392,9322,1,"14376","ENSMUST00000236563.1",-585,"ENSMUSG00000071650","Ganab","alpha glucosidase 2 alpha neutral subunit"
"chr19",8920653,8920942,290,"*","AcH4K12_TSA_vs_Veh_peak_1981",31,".",3.43988,6.79624,3.1016,"Promoter (<=1kb)",19,8920484,8926818,6335,1,"72727","ENSMUST00000237071.1",169,"ENSMUSG00000071649","B3gat3","beta-1,3-glucuronyltransferase 3"
"chr19",8942009,8942747,739,"*","AcH4K12_TSA_vs_Veh_peak_1982",23,".",2.75259,5.78916,2.34437,"Promoter (<=1kb)",19,8942493,8945873,3381,1,"23942","ENSMUST00000137956.7",0,"ENSMUSG00000071646","Mta2","metastasis-associated gene family, member 2"
"chr19",10273483,10273743,261,"*","AcH4K12_TSA_vs_Veh_peak_1983",27,".",3.31176,6.33065,2.74814,"Intron (ENSMUST00000039327.10/269060, intron 1 of 19)",19,10253330,10256871,3542,2,"269060","ENSMUST00000156361.1",-16612,"ENSMUSG00000035735","Dagla","diacylglycerol lipase, alpha"
"chr19",10869353,10870199,847,"*","AcH4K12_TSA_vs_Veh_peak_1984",21,".",3.29033,5.5253,2.15489,"Promoter (<=1kb)",19,10857822,10869940,12119,2,"98170","ENSMUST00000025645.13",0,"ENSMUSG00000024736","Tmem132a","transmembrane protein 132A"
"chr19",10881336,10881645,310,"*","AcH4K12_TSA_vs_Veh_peak_1985",15,".",2.49401,4.74328,1.58949,"Promoter (<=1kb)",19,10874260,10881698,7439,2,"68539","ENSMUST00000128835.7",53,"ENSMUSG00000034659","Tmem109","transmembrane protein 109"
"chr19",10895406,10895967,562,"*","AcH4K12_TSA_vs_Veh_peak_1986",18,".",3.05978,5.16649,1.88121,"Promoter (<=1kb)",19,10895414,10909559,14146,1,"28000","ENSMUST00000179297.2",0,"ENSMUSG00000024735","Prpf19","pre-mRNA processing factor 19"
"chr19",12501045,12501910,866,"*","AcH4K12_TSA_vs_Veh_peak_1987",25,".",2.87964,6.12028,2.58841,"Promoter (<=1kb)",19,12466338,12501454,35117,2,"207521","ENSMUST00000045521.8",0,"ENSMUSG00000039982","Dtx4","deltex 4, E3 ubiquitin ligase"
"chr19",14597188,14597471,284,"*","AcH4K12_TSA_vs_Veh_peak_1988",37,".",3.72147,7.61214,3.71098,"Promoter (<=1kb)",19,14448150,14598051,149902,2,"21888","ENSMUST00000052011.14",580,"ENSMUSG00000024642","Tle4","transducin-like enhancer of split 4"
"chr19",15923363,15923849,487,"*","AcH4K12_TSA_vs_Veh_peak_1989",19,".",3.30449,5.23919,1.94336,"Promoter (<=1kb)",19,15905127,15924622,19496,2,"107272","ENSMUST00000162053.7",773,"ENSMUSG00000024640","Psat1","phosphoserine aminotransferase 1"
"chr19",15924173,15924436,264,"*","AcH4K12_TSA_vs_Veh_peak_1990",27,".",3.78716,6.40568,2.79589,"Promoter (<=1kb)",19,15905127,15924622,19496,2,"107272","ENSMUST00000162053.7",186,"ENSMUSG00000024640","Psat1","phosphoserine aminotransferase 1"
"chr19",15984566,15985004,439,"*","AcH4K12_TSA_vs_Veh_peak_1991",39,".",3.82817,7.9315,3.9678,"Promoter (<=1kb)",19,15955773,15984973,29201,2,"208518","ENSMUST00000235718.1",0,"ENSMUSG00000041491","Cep78","centrosomal protein 78"
"chr19",17394176,17394483,308,"*","AcH4K12_TSA_vs_Veh_peak_1992",26,".",2.87702,6.22075,2.66398,"Promoter (<=1kb)",19,17394568,17399858,5291,1,"54391","ENSMUST00000136162.7",-85,"ENSMUSG00000024712","Rfk","riboflavin kinase"
"chr19",18631356,18631626,271,"*","AcH4K12_TSA_vs_Veh_peak_1993",31,".",3.30005,6.89068,3.16187,"Promoter (<=1kb)",19,18593601,18631718,38118,2,"20409","ENSMUST00000138860.1",92,"ENSMUSG00000024725","Ostf1","osteoclast stimulating factor 1"
"chr19",19110358,19110650,293,"*","AcH4K12_TSA_vs_Veh_peak_1994",21,".",2.97302,5.56208,2.18164,"Promoter (<=1kb)",19,18930605,19111196,180592,2,"225998","ENSMUST00000112832.7",546,"ENSMUSG00000036192","Rorb","RAR-related orphan receptor beta"
"chr19",21272815,21273125,311,"*","AcH4K12_TSA_vs_Veh_peak_1995",16,".",2.5643,4.83031,1.64261,"Promoter (<=1kb)",19,21273246,21282290,9045,1,"22682","ENSMUST00000025659.11",-121,"ENSMUSG00000024750","Zfand5","zinc finger, AN1-type domain 5"
"chr19",21653504,21653764,261,"*","AcH4K12_TSA_vs_Veh_peak_1996",24,".",3.01347,5.8742,2.40265,"Promoter (<=1kb)",19,21653525,21685637,32113,1,"226016","ENSMUST00000052556.4",0,"ENSMUSG00000047368","Abhd17b","abhydrolase domain containing 17B"
"chr19",21777187,21777509,323,"*","AcH4K12_TSA_vs_Veh_peak_1997",18,".",3.47361,5.10731,1.8366,"Promoter (<=1kb)",19,21778342,21858327,79986,1,"83921","ENSMUST00000096194.8",-833,"ENSMUSG00000024754","Cemip2","cell migration inducing hyaluronidase 2"
"chr19",21778602,21779064,463,"*","AcH4K12_TSA_vs_Veh_peak_1998",41,".",3.50414,8.1868,4.15664,"Promoter (<=1kb)",19,21778388,21807902,29515,1,"83921","ENSMUST00000238079.1",214,"ENSMUSG00000024754","Cemip2","cell migration inducing hyaluronidase 2"
"chr19",22960677,22961147,471,"*","AcH4K12_TSA_vs_Veh_peak_1999",12,".",2.9622,4.32777,1.28924,"Intron (ENSMUST00000237357.1/226025, intron 21 of 24)",19,23141226,23168134,26909,1,"16601","ENSMUST00000036884.2",-180079,"ENSMUSG00000033863","Klf9","Kruppel-like transcription factor 9"
"chr19",23151657,23152035,379,"*","AcH4K12_TSA_vs_Veh_peak_2000",10,".",2.81436,4.02853,1.07954,"Promoter (2-3kb)",19,23149431,23149551,121,1,"100316672","ENSMUST00000116976.1",2226,"ENSMUSG00000080626","Mir1192","microRNA 1192"
"chr19",23162598,23163412,815,"*","AcH4K12_TSA_vs_Veh_peak_2001",15,".",3.26142,4.73793,1.57612,"Intron (ENSMUST00000036884.2/16601, intron 1 of 1)",19,23149431,23149551,121,1,"100316672","ENSMUST00000116976.1",13167,"ENSMUSG00000080626","Mir1192","microRNA 1192"
"chr19",24861452,24861737,286,"*","AcH4K12_TSA_vs_Veh_peak_2002",28,".",3.57451,6.451,2.83421,"Promoter (<=1kb)",19,24816130,24861687,45558,2,"226041","ENSMUST00000150339.7",0,"ENSMUSG00000041731","Pgm5","phosphoglucomutase 5"
